"index","name","mean","std","Min","Max"
"0","SOC","-0.0009007854157781194","0.06208166215324936","-0.06639486047656049","0.5968432499820172"
"1","HVAC","0.11296659698500308","0.009720145816625149","0.07104872130087482","0.12014696199913741"
"2","Interruptible","0.03799970009589369","0.13984372366056216","-0.150084735774691","0.5999269430366995"
"3","Uninterruptible","0.1363505981549153","0.27253663211501933","-0.25847196322423704","0.8"
