"timeBlock","Jan","Feb","Mar","Apr","May","Jun","July","Aug","Sep","Oct","Nov","Dcb"
"73","15.835749891610211","21.32094670621687","26.529671159631736","29.978259690537154","32.014232552480934","28.47375519628333","30.334925601336987","31.460421862608232","26.133051180796613","25.851855717210263","18.254249239568136","15.105300279729772"
"74","15.771382365266366","21.053941932745094","26.40974090688168","29.80102889429221","31.72855561725773","28.385981071096655","30.059157038228584","31.20307111053687","26.00178476367211","25.81900051647032","18.075673423458106","14.92765896926193"
"75","15.72076483892252","20.766287159273315","26.228510654131618","29.562332559418092","31.44396722934602","28.334102578255166","29.795252045884972","30.97177416775109","26.00793501321427","25.789578649063703","17.975314274014742","14.831334325460753"
"76","15.51563064591201","20.51193238580154","25.96713040138156","29.240686224543982","31.277967106553813","28.337447196188464","29.564319750222168","30.696452854759574","25.932651929423105","25.748723448323766","17.987038457904717","14.703693014992917"
"77","15.301046452901499","20.242310945663096","25.801516815298168","28.9412732230032","31.149215464770364","28.348105404752378","29.417861678320538","30.518948208434715","25.701402178965274","25.705101580917155","18.0020626417947","14.625985037858413"
"78","15.221412259890988","19.95717283885799","25.682319895881438","28.751943554795748","31.002047156320245","28.281163613316288","29.394453606418924","30.361210228776525","25.518119095174104","25.673429713510536","17.99627015901801","14.61841039405724"
"79","15.017344733547143","19.771001398719537","25.42662297646471","28.636680553254966","30.881045514536797","28.347405155213547","29.369245534517287","30.106305582451675","25.363336011382934","25.64692451277059","17.98782767624131","14.619985750256063"
"80","14.766660540536638","19.69816329191442","25.17355939038131","28.460334218380844","30.795077206086674","28.354530030444128","29.305654129282335","29.82233426946015","25.209419594258417","25.571285978697315","17.972351860131287","14.626794439788219"
"81","14.584509680859464","19.49890851844264","24.901395804297916","28.225071216840053","30.745008897636538","28.365738239008056","29.165362724047366","29.605512956468637","25.03188651046724","25.433680777957367","17.89569271068792","14.597453129320376"
"82","14.462858821182284","19.22007041163753","24.60183221821451","27.997274881965932","30.702623922519745","28.288546447571953","29.098937985479086","29.360791643477114","24.804053426676077","25.371742243884093","17.751116894577887","14.41456181885253"
"83","14.26709129483844","18.932415638165743","24.455118632131114","27.82852854709181","30.655405614069615","28.26275465613588","28.943346580244118","29.10243699715226","24.569303676218237","25.32185370981081","17.610541078467858","14.315287175051363"
"84","14.181323768494591","18.68652753136064","24.387388379381047","27.576632212217692","30.62085397228616","28.371896198033138","28.779321841675827","28.89604901749408","24.368937259093727","25.264698509070865","17.573531929024497","14.303112531250187"
"85","14.150706242150745","18.557839424555528","24.342208126630982","27.4548692106769","30.573468997169368","28.441387739930388","28.53296376977419","28.601361037835886","24.184537508635888","25.14915997499758","17.431989446247783","14.208737887449015"
"86","14.101155382473566","18.40061798441707","24.308477873880925","27.347122875802782","30.420567355385906","28.357062615160967","28.283705697872552","28.282039724844353","23.952554424844724","24.983504774257646","17.223230296804402","14.136963243647843"
"87","14.046487856129723","18.15602987761196","24.284064287797523","27.220943207595326","30.09989904693575","28.260104157058205","28.061997625970925","27.96335174518615","23.78708800772023","24.765032906851047","17.01070448069435","14.09515526651334"
"88","13.978270329785877","18.00554177080685","24.26275070171413","26.993513539387884","29.798780738485604","28.16307903228877","27.87373955406929","27.69721376552796","23.68182159059572","24.58469437277778","16.803861997917643","14.062813956045504"
"89","13.819986136775361","17.913036997335066","24.212253782297406","26.741033871180424","29.627062430035487","28.066587240852677","27.80013148216767","27.619625785869783","23.583688506804545","24.492005838704493","16.596686181807595","14.038555978910997"
"90","13.57303527709819","17.879798890529944","24.132773529547332","26.52017086963964","29.403477454918693","28.014195449416583","27.699456743599384","27.586237806211606","23.384088756346706","24.26686730463123","16.428027032364227","14.00944800177649"
"91","13.38228441742101","17.869227450391495","24.022159943463937","26.411174534765525","29.11339247980192","27.953170324647157","27.653382005031098","27.565499826553435","23.14160567255555","23.994962103891293","16.379751216254206","13.951423357975319"
"92","13.285083557743834","17.869389343586374","23.878029690713866","26.348144866558066","28.791124171351804","27.85672853321106","27.578757266462812","27.538045180228597","22.937339255431045","23.812890236484687","16.258458733477504","13.80356538084081"
"93","13.251532698066656","17.858117903447923","23.728699437963794","26.303565198350604","28.472555862901697","27.796586741774984","27.414432527894515","27.51595720057043","22.81605617163988","23.698801702411412","16.049582917367456","13.705474070372974"
"94","13.221165171722815","17.849829796642805","23.58196918521374","26.238685530143147","28.14490422111826","27.74177828367224","27.257241122659547","27.482702554245584","22.787939754515378","23.506346501671484","15.837323767924074","13.60751609323847"
"95","13.194314312045632","17.828975023171026","23.354272265797007","26.188722528602348","27.877985912668144","27.790086492236163","27.214483050757924","27.432397907920738","22.82705667072421","23.286241300931547","15.691081285147362","13.456524782770629"
